marka,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
ford, Focus,2013.0,5889.0,Manual,42575.0,Petrol,30.0,56.5,1.0
toyota, Aygo,2019.0,9995.0,Manual,11418.0,Petrol,145.0,56.5,1.0
unclean cclass, C Class,2014.0,12900.0,Automatic,41000.0,35,145.0,54.3,1.6
unclean focus, Focus,2019.0,14997.0,Manual,8745.0,Petrol,145.0,54.3,1.6
vauxhall, Mokka X,2019.0,17996.0,Manual,5.0,Diesel,145.0,50.4,1.6
ford, Fiesta,2014.0,6500.0,Manual,40119.0,Petrol,30.0,54.3,1.2
ford, Focus,2016.0,7793.0,Manual,100000.0,Diesel,20.0,70.6,2.0
cclass, C Class,2019.0,26980.0,Semi-Auto,9477.0,Diesel,145.0,54.3,2.0
toyota, Yaris,2016.0,11795.0,Automatic,39842.0,Hybrid,0.0,78.0,1.5
ford, Fiesta,2013.0,6140.0,Manual,35110.0,Petrol,30.0,54.3,1.2
ford, EcoSport,2014.0,6990.0,Manual,48462.0,Petrol,30.0,61.4,1.5
bmw, X1,2017.0,14000.0,Manual,20925.0,Diesel,150.0,68.9,2.0
hyundi, IX20,2015.0,7699.0,Manual,27399.0,Petrol,125.0,50.4,1.4
audi, A6,2016.0,14498.0,Semi-Auto,49458.0,Diesel,30.0,61.4,2.0
vauxhall, Combo Life,2019.0,14990.0,Manual,2500.0,Petrol,145.0,42.2,1.2
vauxhall, Corsa,2019.0,10600.0,Manual,1579.0,Petrol,145.0,43.5,1.4
bmw, X1,2016.0,12940.0,Automatic,81240.0,Diesel,30.0,65.7,2.0
vw, Up,2015.0,6290.0,Manual,37500.0,Petrol,20.0,62.8,1.0
merc, E Class,2016.0,16990.0,Semi-Auto,25711.0,Diesel,125.0,58.9,2.1
toyota, RAV4,2014.0,11400.0,Manual,36933.0,Diesel,145.0,53.0,2.0
toyota, Corolla,2019.0,15990.0,Manual,5346.0,Petrol,145.0,39.2,1.2
skoda, Fabia,2019.0,11590.0,Manual,5252.0,Petrol,145.0,51.4,1.0
vw, Golf,2017.0,20750.0,Semi-Auto,20487.0,Hybrid,135.0,166.2,1.4
skoda, Superb,2017.0,16991.0,Semi-Auto,22054.0,Diesel,125.0,60.1,2.0
focus, Focus,2017.0,9900.0,Manual,35452.0,Diesel,145.0,54.3,1.5
audi, Q7,2018.0,45950.0,Semi-Auto,18000.0,Diesel,145.0,32.8,3.0
toyota, Yaris,2017.0,9790.0,Manual,19957.0,Petrol,145.0,55.0,1.3
ford, Focus,2018.0,20500.0,Manual,7305.0,Petrol,145.0,41.5,2.0
unclean focus, Focus,2019.0,18300.0,Automatic,5800.0,Petrol,145.0,54.3,1.6
hyundi, I30,2013.0,5498.0,Manual,64149.0,Petrol,145.0,47.1,1.4
audi, A4,2019.0,27000.0,Semi-Auto,4000.0,Petrol,145.0,38.7,2.0
ford, Fiesta,2017.0,10998.0,Manual,19140.0,Petrol,145.0,62.8,1.0
cclass, C Class,2017.0,20499.0,Automatic,12040.0,Hybrid,145.0,54.3,2.0
bmw, 2 Series,2019.0,21576.0,Automatic,9794.0,Petrol,145.0,47.9,2.0
vauxhall, Corsa,2013.0,6998.0,Automatic,15132.0,Petrol,160.0,44.8,1.4
ford, Fiesta,2017.0,10503.0,Manual,7970.0,Petrol,145.0,65.7,1.0
ford, C-MAX,2017.0,10000.0,Manual,20245.0,Diesel,145.0,68.9,1.5
merc, GLA Class,2018.0,16950.0,Manual,29334.0,Diesel,145.0,67.3,2.1
ford, Ka+,2019.0,11999.0,Manual,11.0,Petrol,145.0,43.5,1.2
ford, B-MAX,2017.0,8990.0,Manual,15999.0,Diesel,0.0,74.4,1.5
ford, EcoSport,2017.0,10498.0,Manual,16064.0,Petrol,125.0,52.3,1.0
audi, A1,2019.0,22453.0,Semi-Auto,11.0,Petrol,145.0,40.9,2.0
bmw, 1 Series,2012.0,7000.0,Manual,68397.0,Diesel,30.0,62.8,2.0
audi, Q3,2018.0,24477.0,Semi-Auto,26388.0,Petrol,150.0,40.4,2.0
bmw, 2 Series,2019.0,20498.0,Semi-Auto,6195.0,Petrol,145.0,47.9,2.0
hyundi, Tucson,2016.0,12500.0,Manual,30082.0,Diesel,30.0,61.7,1.7
ford, Kuga,2017.0,15600.0,Semi-Auto,12000.0,Diesel,145.0,58.9,1.5
hyundi, I30,2015.0,8495.0,Automatic,49489.0,Petrol,200.0,41.5,1.6
ford, Kuga,2018.0,17500.0,Manual,10256.0,Diesel,150.0,60.1,2.0
merc, A Class,2019.0,22799.0,Manual,116.0,Petrol,145.0,28.5,1.3
vauxhall, Mokka X,2019.0,11700.0,Manual,19268.0,Petrol,145.0,39.2,1.4
vw, Golf,2019.0,26390.0,Semi-Auto,24505.0,Petrol,150.0,37.7,2.0
ford, Focus,2019.0,17520.0,Manual,150.0,Petrol,145.0,60.1,1.0
merc, GLA Class,2015.0,17450.0,Semi-Auto,38100.0,Diesel,125.0,55.4,2.1
vauxhall, Mokka X,2019.0,12998.0,Manual,15095.0,Petrol,145.0,39.2,1.4
vw, Golf,2013.0,9990.0,Automatic,61700.0,Diesel,30.0,62.8,2.0
skoda, Scala,2019.0,15998.0,Semi-Auto,2355.0,Petrol,145.0,47.1,1.0
audi, Q2,2018.0,21332.0,Semi-Auto,29782.0,Petrol,145.0,52.3,1.4
toyota, RAV4,2008.0,3995.0,Manual,103000.0,Diesel,240.0,42.8,2.2
skoda, Yeti Outdoor,2017.0,15000.0,Automatic,24950.0,Petrol,145.0,51.4,1.2
toyota, Aygo,2017.0,8200.0,Manual,14130.0,Petrol,150.0,68.9,1.0
merc, C Class,2008.0,4995.0,Automatic,90000.0,Diesel,260.0,42.2,2.1
vauxhall, Adam,2016.0,8143.0,Manual,4092.0,Petrol,125.0,53.3,1.2
hyundi, I20,2018.0,11000.0,Manual,4309.0,Petrol,150.0,55.4,1.2
unclean cclass, C Class,2014.0,9000.0,Manual,52000.0,Diesel,145.0,54.3,1.6
bmw, 3 Series,2016.0,17998.0,Semi-Auto,44888.0,Diesel,160.0,51.4,3.0
vw, Polo,2017.0,15990.0,Automatic,13512.0,Petrol,150.0,50.4,1.8
audi, Q2,2017.0,21995.0,Semi-Auto,17633.0,Petrol,145.0,52.3,1.4
skoda, Karoq,2019.0,19999.0,Automatic,3797.0,Diesel,145.0,62.8,1.6
hyundi, I30,2015.0,8975.0,Manual,46761.0,Diesel,20.0,72.4,1.6
unclean cclass, C Class,2019.0,36999.0,Automatic,499.0,Petrol,145.0,54.3,1.6
vw, Tiguan,2019.0,28450.0,Automatic,8621.0,Diesel,145.0,39.8,2.0
audi, A1,2014.0,9790.0,Manual,44202.0,Petrol,30.0,55.4,1.2
bmw, X1,2018.0,21975.0,Semi-Auto,16719.0,Diesel,145.0,60.1,2.0
cclass, C Class,2020.0,41995.0,Semi-Auto,100.0,Hybrid,145.0,54.3,2.0
ford, Ka+,2017.0,7500.0,Manual,18055.0,Petrol,145.0,57.7,1.2
vauxhall, Mokka X,2017.0,12295.0,Manual,15631.0,Petrol,145.0,47.1,1.4
audi, A4,2019.0,45950.0,Semi-Auto,3500.0,Diesel,145.0,40.4,3.0
merc, C Class,2017.0,19250.0,Semi-Auto,30796.0,Hybrid,0.0,134.5,2.0
cclass, C Class,2019.0,27950.0,Semi-Auto,6004.0,Diesel,145.0,54.3,2.0
unclean focus, Focus,2014.0,7950.0,Manual,23691.0,13,145.0,54.3,1.6
vauxhall, Adam,2016.0,8000.0,Manual,7778.0,Petrol,125.0,52.3,1.4
unclean cclass, C Class,2018.0,20890.0,Semi-Auto,3033.0,Petrol,145.0,54.3,1.6
audi, A1,2016.0,10900.0,Manual,30539.0,Petrol,30.0,57.6,1.4
toyota, Aygo,2018.0,7992.0,Manual,15655.0,Petrol,145.0,68.9,1.0
ford, Kuga,2018.0,13849.0,Manual,19393.0,Petrol,145.0,39.2,1.5
hyundi, I30,2016.0,8322.0,Manual,31026.0,Diesel,0.0,78.4,1.6
toyota, Aygo,2019.0,8790.0,Manual,2106.0,Petrol,145.0,56.5,1.0
vauxhall, Zafira,2017.0,9999.0,Manual,52221.0,Petrol,200.0,41.5,1.4
audi, Q5,2019.0,36995.0,Semi-Auto,5065.0,Diesel,145.0,38.2,2.0
merc, A Class,2019.0,19990.0,Semi-Auto,12503.0,Petrol,145.0,53.3,1.3
audi, Q3,2015.0,15295.0,Automatic,57140.0,Diesel,160.0,51.4,2.0
unclean cclass, C Class,2019.0,28990.0,Automatic,4824.0,Diesel,145.0,54.3,1.6
cclass, C Class,2015.0,17998.0,Semi-Auto,24209.0,Diesel,145.0,54.3,2.1
ford, Fiesta,2020.0,16891.0,Manual,3862.0,Petrol,150.0,49.6,1.0
toyota, Corolla,2019.0,23440.0,Automatic,5000.0,Hybrid,135.0,78.5,1.8
vw, Polo,2015.0,9250.0,Manual,57129.0,Petrol,20.0,61.4,1.4
bmw, X1,2017.0,18000.0,Automatic,22461.0,Diesel,145.0,65.7,2.0
merc, E Class,2016.0,18698.0,Semi-Auto,31131.0,Diesel,145.0,54.3,3.0
merc, A Class,2019.0,22899.0,Semi-Auto,1835.0,Diesel,145.0,65.7,1.5
skoda, Rapid,2016.0,5790.0,Manual,74129.0,Diesel,0.0,78.5,1.4
vauxhall, Mokka X,2018.0,13992.0,Manual,3494.0,Petrol,145.0,39.2,1.4
vw, Up,2016.0,5000.0,Manual,73217.0,Petrol,20.0,62.8,1.0
vauxhall, Corsa,2018.0,6695.0,Manual,13000.0,Petrol,145.0,43.5,1.4
vw, T-Cross,2019.0,17495.0,Manual,33.0,Petrol,145.0,48.7,1.0
focus, Focus,2019.0,19500.0,Automatic,6307.0,Diesel,145.0,54.3,2.0
ford, Fiesta,2015.0,8650.0,Manual,29022.0,Petrol,20.0,62.8,1.0
audi, Q7,2020.0,61950.0,Automatic,8500.0,Diesel,150.0,33.2,3.0
cclass, C Class,2017.0,18490.0,Semi-Auto,25584.0,Petrol,145.0,54.3,2.0
ford, Fiesta,2019.0,12000.0,Manual,4377.0,Petrol,145.0,58.9,1.0
toyota, Yaris,2019.0,13102.0,Manual,2812.0,Petrol,145.0,47.9,1.5
toyota, Aygo,2019.0,9995.0,Manual,2411.0,Petrol,145.0,57.7,1.0
vauxhall, Insignia,2016.0,9500.0,Manual,45793.0,Diesel,20.0,68.9,1.6
ford, Focus,2013.0,4995.0,Manual,74015.0,Diesel,20.0,67.3,1.6
skoda, Yeti Outdoor,2016.0,12995.0,Manual,16000.0,Petrol,125.0,51.4,1.2
focus, Focus,2018.0,18765.0,Manual,17039.0,Petrol,145.0,54.3,2.0
bmw, 4 Series,2014.0,18712.0,Automatic,43116.0,Diesel,160.0,50.4,3.0
audi, A3,2020.0,20481.0,Manual,3662.0,Diesel,145.0,52.3,1.6
bmw, 3 Series,2019.0,28940.0,Automatic,1550.0,Petrol,145.0,42.2,2.0
ford, Fiesta,2016.0,7495.0,Manual,28290.0,Petrol,125.0,54.3,1.2
vauxhall, Corsa,2015.0,4998.0,Manual,49003.0,Petrol,125.0,53.3,1.2
ford, EcoSport,2019.0,17494.0,Manual,5000.0,Petrol,145.0,51.4,1.0
unclean cclass, C Class,2019.0,42490.0,Semi-Auto,8806.0,Petrol,145.0,54.3,1.6
ford, Fiesta,2016.0,7991.0,Manual,38367.0,Petrol,0.0,65.7,1.0
skoda, Kodiaq,2017.0,19495.0,Manual,35830.0,Petrol,150.0,40.9,1.4
vauxhall, Corsa,2016.0,9450.0,Automatic,33013.0,Petrol,145.0,47.9,1.4
ford, Fiesta,2017.0,7390.0,Manual,28500.0,Petrol,150.0,54.3,1.3
unclean cclass, C Class,2015.0,13999.0,Automatic,79779.0,Hybrid,145.0,54.3,1.6
merc, GLC Class,2017.0,26000.0,Semi-Auto,28773.0,Diesel,145.0,56.5,2.1
merc, CLS Class,2019.0,39599.0,Automatic,3572.0,Diesel,145.0,48.7,2.9
hyundi, Tucson,2016.0,11399.0,Manual,37877.0,Diesel,30.0,61.7,1.7
vauxhall, Corsa,2013.0,3850.0,Manual,49000.0,Petrol,30.0,55.4,1.0
merc, A Class,2016.0,12490.0,Manual,18000.0,Diesel,0.0,80.7,1.5
toyota, Aygo,2016.0,6995.0,Manual,26555.0,Petrol,0.0,69.0,1.0
hyundi, I10,2010.0,3490.0,Manual,42125.0,Petrol,30.0,56.5,1.2
bmw, 4 Series,2014.0,14291.0,Manual,29000.0,Petrol,200.0,40.9,2.0
merc, E Class,2017.0,22740.0,Automatic,25567.0,Diesel,145.0,51.4,3.0
bmw, 5 Series,2015.0,11999.0,Automatic,71973.0,Diesel,30.0,62.8,2.0
vw, Golf,2016.0,21490.0,Automatic,15139.0,Petrol,200.0,40.4,2.0
vauxhall, Crossland X,2019.0,13700.0,Manual,1401.0,Petrol,145.0,44.8,1.2
vw, Arteon,2019.0,25165.0,Semi-Auto,9490.0,Petrol,145.0,47.1,2.0
ford, Kuga,2018.0,18328.0,Manual,11581.0,Petrol,145.0,39.2,1.5
unclean cclass, C Class,2015.0,16440.0,Semi-Auto,29286.0,37,145.0,54.3,1.6
ford, Fiesta,2017.0,9850.0,Manual,16730.0,Petrol,0.0,65.7,1.0
vw, Amarok,2018.0,22788.0,Manual,5655.0,Diesel,260.0,32.5,3.0
vauxhall, Corsa,2017.0,7780.0,Manual,20000.0,Petrol,30.0,55.4,1.4
ford, C-MAX,2017.0,11000.0,Automatic,18150.0,Diesel,20.0,64.2,1.5
vw, Tiguan,2017.0,17290.0,Manual,22764.0,Diesel,150.0,58.9,2.0
focus, Focus,2019.0,17410.0,Manual,9500.0,Petrol,145.0,54.3,1.0
vw, Scirocco,2017.0,16299.0,Manual,24481.0,Diesel,150.0,55.4,2.0
merc, C Class,2019.0,29995.0,Semi-Auto,13.0,Diesel,145.0,55.4,2.0
merc, C Class,2016.0,18980.0,Automatic,25207.0,Petrol,125.0,51.4,2.0
vauxhall, Adam,2017.0,7698.0,Manual,22923.0,Petrol,125.0,52.3,1.4
focus, Focus,2017.0,11999.0,Manual,22214.0,Diesel,145.0,54.3,1.5
merc, GLC Class,2019.0,35981.0,Automatic,3656.0,Diesel,145.0,44.8,2.0
vw, Passat,2019.0,28996.0,Automatic,3662.0,Hybrid,135.0,43.5,1.4
vw, Polo,2013.0,5491.0,Manual,39873.0,Petrol,125.0,51.4,1.2
bmw, 3 Series,2017.0,21495.0,Semi-Auto,47518.0,Diesel,160.0,51.4,3.0
bmw, 4 Series,2018.0,26875.0,Semi-Auto,6488.0,Diesel,145.0,51.4,3.0
bmw, X3,2019.0,31980.0,Semi-Auto,9305.0,Diesel,150.0,54.3,2.0
unclean focus, Focus,2017.0,11999.0,Manual,18153.0,Petrol,145.0,54.3,1.6
hyundi, Tucson,2018.0,16651.0,Semi-Auto,12170.0,Diesel,145.0,57.6,1.7
unclean cclass, C Class,2018.0,29498.0,Semi-Auto,6265.0,Diesel,145.0,54.3,1.6
toyota, Aygo,2016.0,6272.0,Manual,18393.0,Petrol,0.0,69.0,1.0
vauxhall, Astra,2018.0,9498.0,Manual,43275.0,Petrol,145.0,51.4,1.4
ford, Focus,2017.0,11399.0,Manual,17980.0,Petrol,145.0,60.1,1.0
focus, Focus,2019.0,15370.0,Manual,6736.0,Petrol,145.0,54.3,1.0
ford, Kuga,2015.0,11978.0,Manual,64494.0,Diesel,145.0,54.3,2.0
toyota, C-HR,2017.0,20495.0,Automatic,9740.0,Hybrid,135.0,74.3,1.8
ford, Focus,2019.0,15400.0,Manual,10310.0,Petrol,145.0,49.6,1.0
focus, Focus,2017.0,13850.0,Manual,40500.0,Diesel,145.0,54.3,2.0
ford, Fiesta,2018.0,9741.0,Manual,8647.0,Petrol,150.0,55.4,1.1
vw, Passat,2016.0,9195.0,Manual,101570.0,Diesel,20.0,68.9,2.0
vw, Polo,2016.0,7950.0,Manual,43920.0,Petrol,20.0,60.1,1.2
merc, C Class,2015.0,16395.0,Automatic,44086.0,Diesel,125.0,60.1,2.1
vauxhall, Astra,2017.0,9574.0,Manual,28652.0,Petrol,125.0,51.4,1.4
vauxhall, Astra,2017.0,10498.0,Manual,20683.0,Diesel,20.0,72.4,1.6
vauxhall, Mokka,2015.0,8495.0,Manual,32000.0,Petrol,155.0,44.8,1.4
skoda, Yeti Outdoor,2017.0,12698.0,Semi-Auto,18877.0,Petrol,150.0,51.4,1.2
vw, Passat,2019.0,13983.0,Manual,11729.0,Diesel,150.0,51.4,2.0
cclass, C Class,2017.0,13980.0,Manual,21300.0,Petrol,145.0,54.3,2.0
merc, GLE Class,2017.0,27000.0,Automatic,17794.0,Diesel,145.0,47.9,2.1
merc, A Class,2017.0,13782.0,Manual,20218.0,Diesel,0.0,80.7,1.5
bmw, 2 Series,2016.0,13300.0,Semi-Auto,45030.0,Diesel,30.0,67.3,2.0
toyota, Yaris,2017.0,8999.0,Manual,35765.0,Petrol,145.0,58.9,1.5
bmw, 3 Series,2016.0,14295.0,Automatic,86060.0,Hybrid,0.0,134.5,2.0
audi, Q3,2014.0,14000.0,Manual,41605.0,Petrol,145.0,47.9,1.4
ford, Focus,2015.0,8490.0,Manual,48547.0,Diesel,0.0,74.3,1.5
bmw, 4 Series,2017.0,20604.0,Semi-Auto,13191.0,Diesel,145.0,65.7,2.0
audi, A1,2017.0,15990.0,Manual,14885.0,Petrol,30.0,58.9,1.4
unclean focus, Focus,2017.0,11300.0,Manual,31118.0,Diesel,145.0,54.3,1.6
ford, Fiesta,2017.0,11783.0,Automatic,23000.0,Petrol,0.0,57.7,0.0
skoda, Fabia,2016.0,7789.0,Manual,23156.0,Petrol,20.0,60.1,1.2
merc, B Class,2019.0,22199.0,Semi-Auto,8640.0,Petrol,145.0,45.6,1.3
audi, Q2,2019.0,30990.0,Automatic,9400.0,Petrol,145.0,33.2,2.0
vauxhall, Crossland X,2018.0,10000.0,Manual,9478.0,Petrol,145.0,44.8,1.2
vauxhall, Corsa,2017.0,7721.0,Manual,23341.0,Petrol,145.0,55.4,1.4
ford, Fiesta,2015.0,10795.0,Manual,21529.0,Petrol,145.0,47.9,1.6
skoda, Yeti Outdoor,2017.0,13998.0,Semi-Auto,16297.0,Petrol,125.0,51.4,1.2
vauxhall, Mokka X,2019.0,14000.0,Manual,9105.0,Petrol,145.0,39.2,1.4
vw, Polo,2017.0,10995.0,Manual,17513.0,Petrol,145.0,60.1,1.0
ford, Focus,2017.0,10499.0,Manual,15712.0,Diesel,145.0,74.3,1.5
ford, EcoSport,2017.0,10491.0,Manual,8801.0,Petrol,125.0,53.3,1.0
merc, GLA Class,2019.0,24003.0,Semi-Auto,6584.0,Petrol,145.0,36.2,1.6
ford, Fiesta,2018.0,9999.0,Manual,19801.0,Petrol,145.0,65.7,1.0
vw, Golf,2015.0,9998.0,Manual,46026.0,Petrol,30.0,53.3,1.4
bmw, 4 Series,2019.0,28500.0,Automatic,5123.0,Petrol,145.0,48.7,2.0
toyota, Auris,2016.0,14675.0,Automatic,13793.0,Hybrid,0.0,78.5,1.8
vauxhall, Zafira,2016.0,10491.0,Manual,37385.0,Petrol,200.0,42.2,1.4
focus, Focus,2017.0,10900.0,Manual,13338.0,Diesel,145.0,54.3,1.5
bmw, X1,2017.0,20875.0,Semi-Auto,9637.0,Diesel,145.0,55.4,2.0
toyota, GT86,2019.0,25780.0,Manual,5123.0,Petrol,145.0,33.2,2.0
bmw, X1,2019.0,31200.0,Semi-Auto,2517.0,Diesel,145.0,36.7,2.0
ford, Kuga,2019.0,21500.0,Manual,5071.0,Diesel,145.0,39.2,2.0
vw, Polo,2017.0,11522.0,Manual,9465.0,Petrol,150.0,60.1,1.2
unclean focus, Focus,2019.0,15495.0,Manual,15149.0,Diesel,145.0,54.3,1.6
focus, Focus,2019.0,21350.0,Automatic,2314.0,Petrol,145.0,54.3,1.5
bmw, 1 Series,2015.0,11485.0,Manual,23460.0,Petrol,300.0,35.3,3.0
ford, Focus,2019.0,17170.0,Manual,5641.0,Petrol,145.0,60.1,1.0
ford, EcoSport,2017.0,10500.0,Manual,11518.0,Petrol,145.0,52.3,1.0
ford, Focus,2019.0,20695.0,Automatic,1561.0,Diesel,145.0,64.2,2.0
vauxhall, Insignia,2017.0,10991.0,Manual,13882.0,Petrol,150.0,47.9,1.5
ford, Focus,2016.0,9250.0,Manual,20288.0,Petrol,20.0,61.4,1.0
vauxhall, Astra,2016.0,9998.0,Manual,12788.0,Diesel,0.0,76.3,1.6
toyota, Corolla,2019.0,18995.0,Manual,500.0,Petrol,145.0,39.2,1.2
toyota, Yaris,2015.0,7990.0,Manual,43872.0,Petrol,30.0,55.0,1.3
merc, GLA Class,2016.0,17000.0,Automatic,30419.0,Diesel,125.0,56.5,2.1
ford, Fiesta,2018.0,11295.0,Manual,3105.0,Petrol,145.0,65.7,1.0
ford, Fiesta,2019.0,16500.0,Manual,4578.0,Petrol,145.0,58.9,1.0
audi, A5,2019.0,31000.0,Semi-Auto,1000.0,Diesel,145.0,48.7,2.0
vw, Polo,2017.0,8700.0,Manual,33280.0,Diesel,0.0,83.1,1.4
vw, Passat,2017.0,15995.0,Manual,26335.0,Diesel,145.0,67.3,1.6
bmw, 1 Series,2008.0,2999.0,Manual,92000.0,Petrol,200.0,44.1,2.0
merc, E Class,2019.0,28995.0,Semi-Auto,12630.0,Diesel,145.0,61.4,2.0
bmw, X2,2019.0,28750.0,Semi-Auto,1914.0,Petrol,145.0,39.8,2.0
ford, Mondeo,2012.0,6250.0,Manual,74099.0,Diesel,150.0,53.3,2.0
bmw, X5,2019.0,51990.0,Semi-Auto,9607.0,Petrol,150.0,27.2,3.0
vw, Caddy Maxi Life,2019.0,19499.0,Manual,3349.0,Diesel,145.0,57.7,2.0
bmw, 1 Series,2019.0,23440.0,Manual,4729.0,Petrol,145.0,41.5,1.5
vw, Polo,2019.0,14782.0,Manual,6000.0,Petrol,145.0,52.3,1.0
skoda, Rapid,2015.0,6998.0,Manual,18926.0,Diesel,30.0,64.2,1.6
unclean focus, Focus,2018.0,13150.0,Manual,5055.0,Petrol,145.0,54.3,1.6
merc, A Class,2018.0,21282.0,Semi-Auto,11923.0,Petrol,145.0,53.3,1.3
cclass, C Class,2019.0,23399.0,Automatic,3950.0,Petrol,145.0,54.3,1.5
vauxhall, Viva,2019.0,6791.0,Manual,9037.0,Petrol,145.0,46.3,1.0
bmw, 1 Series,2019.0,27410.0,Automatic,123.0,Diesel,145.0,51.4,2.0
merc, A Class,2019.0,28490.0,Automatic,5064.0,Diesel,145.0,56.5,2.0
audi, Q5,2019.0,38691.0,Automatic,10.0,Diesel,145.0,38.2,2.0
ford, C-MAX,2013.0,5250.0,Manual,94825.0,Petrol,30.0,55.4,1.0
unclean cclass, C Class,2018.0,26690.0,Automatic,16132.0,Diesel,145.0,54.3,1.6
merc, E Class,2017.0,17698.0,Automatic,45093.0,Diesel,20.0,72.4,2.0
bmw, 3 Series,2019.0,34836.0,Semi-Auto,8200.0,Diesel,145.0,48.7,2.0
audi, Q5,2017.0,35900.0,Semi-Auto,39458.0,Petrol,150.0,34.0,3.0
toyota, RAV4,2016.0,14650.0,Manual,22080.0,Diesel,125.0,60.1,2.0
ford, Focus,2015.0,13999.0,Manual,30367.0,Petrol,200.0,41.5,2.0
merc, GLA Class,2015.0,16791.0,Semi-Auto,42328.0,Diesel,145.0,55.4,2.1
merc, CL Class,2019.0,20599.0,Manual,4526.0,Petrol,145.0,51.4,1.6
hyundi, Santa Fe,2015.0,14990.0,Automatic,54000.0,Diesel,260.0,42.2,2.2
vw, Polo,2011.0,5440.0,Manual,48000.0,Petrol,150.0,47.9,1.4
audi, A4,2016.0,13899.0,Automatic,40568.0,Diesel,20.0,70.6,2.0
unclean focus, Focus,2015.0,9999.0,Manual,29391.0,Diesel,145.0,54.3,1.6
toyota, Aygo,2016.0,6465.0,Manual,23841.0,Petrol,0.0,69.0,1.0
merc, C Class,2019.0,24999.0,Semi-Auto,11842.0,Petrol,145.0,46.3,1.5
skoda, Fabia,2018.0,8795.0,Manual,24385.0,Petrol,145.0,64.2,1.0
skoda, Octavia,2015.0,12495.0,Manual,35141.0,Diesel,30.0,61.4,2.0
ford, Kuga,2017.0,16998.0,Semi-Auto,35245.0,Diesel,150.0,54.3,2.0
skoda, Kodiaq,2019.0,24795.0,Automatic,7710.0,Petrol,145.0,34.0,1.5
vw, Polo,2017.0,9900.0,Manual,33000.0,Petrol,150.0,60.1,1.2
merc, A Class,2016.0,69995.0,Semi-Auto,10104.0,Petrol,325.0,30.1,4.0
merc, C Class,2019.0,23900.0,Semi-Auto,14755.0,Petrol,145.0,44.1,1.5
vauxhall, Mokka X,2016.0,10000.0,Manual,28000.0,Petrol,145.0,47.1,1.4
vauxhall, Mokka,2018.0,11995.0,Manual,35058.0,Petrol,145.0,47.1,1.4
vw, Amarok,2019.0,35995.0,Automatic,3655.0,Diesel,260.0,33.6,3.0
ford, S-MAX,2019.0,24979.0,Manual,10026.0,Diesel,145.0,54.3,2.0
ford, Focus,2017.0,10000.0,Manual,24951.0,Diesel,150.0,74.3,1.5
vauxhall, Grandland X,2019.0,21495.0,Automatic,13321.0,Diesel,145.0,57.7,2.0
merc, GLA Class,2016.0,17991.0,Semi-Auto,26193.0,Diesel,125.0,56.6,2.1
vw, Polo,2019.0,13495.0,Manual,6789.0,Petrol,145.0,48.7,1.0
vw, Golf,2017.0,14995.0,Semi-Auto,38288.0,Diesel,150.0,67.3,2.0
bmw, 2 Series,2018.0,15199.0,Manual,14228.0,Petrol,145.0,52.3,1.5
unclean focus, Focus,2017.0,10799.0,Automatic,21693.0,Petrol,145.0,54.3,1.6
vauxhall, Corsa,2017.0,6491.0,Manual,37601.0,Petrol,30.0,55.4,1.4
toyota, Auris,2016.0,12491.0,Automatic,26465.0,Hybrid,0.0,78.5,1.8
vw, Passat,2018.0,16985.0,Semi-Auto,59000.0,Diesel,145.0,62.8,2.0
bmw, X4,2019.0,38495.0,Semi-Auto,7356.0,Diesel,145.0,40.9,3.0
ford, Focus,2017.0,19500.0,Manual,9342.0,Petrol,145.0,41.5,2.0
focus, Focus,2019.0,17998.0,Manual,10222.0,Diesel,145.0,54.3,1.5
bmw, 3 Series,2019.0,31990.0,Semi-Auto,6313.0,Petrol,150.0,41.5,2.0
toyota, Aygo,2016.0,6985.0,Automatic,44696.0,Petrol,0.0,67.0,1.0
hyundi, Ioniq,2019.0,19970.0,Automatic,8837.0,Hybrid,135.0,78.5,1.6
ford, Ka+,2017.0,7200.0,Manual,20190.0,Petrol,30.0,57.7,1.2
unclean focus, Focus,2017.0,11211.0,Manual,22766.0,14,145.0,54.3,1.6
toyota, Auris,2013.0,8995.0,Automatic,53331.0,Hybrid,0.0,72.4,1.8
bmw, 1 Series,2019.0,19498.0,Semi-Auto,9739.0,Diesel,145.0,67.3,2.0
ford, Focus,2017.0,10690.0,Manual,27307.0,Petrol,20.0,58.9,1.0
vw, Tiguan,2015.0,13995.0,Manual,30009.0,Diesel,165.0,48.7,2.0
skoda, Fabia,2016.0,6990.0,Manual,42080.0,Diesel,0.0,78.6,1.4
cclass, C Class,2020.0,34495.0,Automatic,6000.0,Diesel,145.0,54.3,2.0
ford, Focus,2019.0,14590.0,Manual,3648.0,Petrol,145.0,58.9,1.0
vw, T-Roc,2019.0,21998.0,Manual,10.0,Diesel,145.0,50.4,2.0
skoda, Fabia,2017.0,7990.0,Manual,23797.0,Petrol,145.0,58.8,1.0
vw, Sharan,2019.0,27990.0,Semi-Auto,998.0,Petrol,145.0,32.5,1.4
vauxhall, Corsa,2016.0,7240.0,Manual,23524.0,Petrol,30.0,54.3,1.4
ford, Focus,2016.0,10999.0,Manual,11621.0,Petrol,20.0,61.4,1.0
bmw, X1,2019.0,25480.0,Semi-Auto,5163.0,Petrol,145.0,39.2,2.0
